timestamp,machine_id,machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,failure_within_24h,failure_type,estimated_repair_cost,rul_normalized,health_score
2024-01-01 05:12:00,1,CNC,0.85,45.23,4.64,20.1,857.5,idle,279.0,14.3,55.8,0,none,0,0.4347914963205234,0.26087489779231404
2024-01-01 05:31:00,1,CNC,0.71,46.36,4.47,23.1,913.5,idle,279.32,9.6,55.48,0,none,0,0.43806214227309903,0.2628372853638594
2024-01-01 05:45:00,1,CNC,0.77,44.1,5.13,21.4,855.4,idle,279.55,17.3,55.25,0,none,0,0.4404129190515127,0.2642477514309076
2024-01-01 06:09:00,1,CNC,2.21,52.42,15.54,82.7,2990.0,normal,279.95,14.8,54.85,0,none,0,0.4445012264922322,0.2667007358953393
2024-01-01 06:37:00,1,CNC,0.96,48.04,4.28,25.4,887.8,idle,280.42,8.6,54.38,0,none,0,0.44930498773507765,0.26958299264104657
2024-01-01 07:05:00,1,CNC,2.93,63.44,11.57,56.2,2868.4,normal,280.88,11.2,53.92,0,none,0,0.4540065412919052,0.27240392477514314
2024-01-01 07:15:00,1,CNC,2.4,62.27,15.09,55.5,2953.2,normal,281.05,17.1,53.75,0,none,0,0.45574407195421096,0.2734464431725266
2024-01-01 07:35:00,1,CNC,0.83,42.22,4.18,22.0,916.0,idle,281.38,11.1,53.42,0,none,0,0.4591169255928046,0.27547015535568276
2024-01-01 07:57:00,1,CNC,2.25,57.78,14.07,65.8,3091.5,normal,281.75,16.8,53.05,0,none,0,0.46289860997547017,0.2777391659852821
2024-01-01 08:19:00,1,CNC,3.15,53.78,10.434999999999999,63.4,2885.4,normal,282.12,10.6,52.68,0,none,0,0.46668029435813574,0.2800081766148814
2024-01-01 08:28:00,1,CNC,0.71,46.1,4.75,20.3,869.5,idle,282.27,13.4,52.53,0,none,0,0.4682134096484055,0.2809280457890433
2024-01-01 08:53:00,1,CNC,3.07,53.59,10.44,70.6,3095.7,normal,282.68,17.0,52.12,0,none,0,0.47240392477514315,0.2834423548650859
2024-01-01 09:07:00,1,CNC,2.14,60.08,14.45,61.0,3018.5,normal,282.92,18.0,51.88,0,none,0,0.4748569092395748,0.2849141455437449
2024-01-01 09:13:00,1,CNC,2.31,59.48,13.62,72.4,2827.1,normal,283.02,8.9,51.78,0,none,0,0.47587898609975465,0.2855273916598528
2024-01-01 09:16:00,1,CNC,2.55,43.21,4.28,20.2,891.4,idle,283.07,9.5,51.73,0,none,0,0.4763900245298447,0.2858340147179068
2024-01-01 09:23:00,1,CNC,0.9,40.17,4.77,21.4,895.2,idle,283.18,12.2,51.62,0,none,0,0.47751430907604253,0.2865085854456255
2024-01-01 09:27:00,1,CNC,2.04,60.36,12.01,87.6,2841.3,normal,283.25,14.0,51.55,0,none,0,0.47822976287816854,0.2869378577269011
2024-01-01 09:43:00,1,CNC,2.28,51.7,15.51,85.3,2877.4,normal,283.52,17.7,51.28,0,none,0,0.48098937040065415,0.2885936222403925
2024-01-01 10:12:00,1,CNC,3.73,71.89,23.55,102.9,3872.6,peak,284.0,14.8,50.8,0,none,0,0.4858953393295177,0.29153720359771057
2024-01-01 10:17:00,1,CNC,0.73,48.97,5.35,23.8,873.7,idle,284.08,13.4,50.72,0,none,0,0.48671300081766156,0.2920278004905969
2024-01-01 10:27:00,1,CNC,0.8,47.26,5.35,25.3,904.6,idle,284.25,11.4,50.55,0,none,0,0.4884505314799673,0.29307031888798035
2024-01-01 10:38:00,1,CNC,2.7,51.26,10.55,86.2,2981.9,normal,284.43,12.5,50.37,0,none,0,0.49029026982829116,0.2941741618969747
2024-01-01 11:03:00,1,CNC,0.7,41.01,5.0,20.0,861.3,idle,284.85,10.6,49.95,0,none,0,0.49458299264104655,0.29674979558462794
2024-01-01 11:21:00,1,CNC,0.86,46.92,4.98,21.4,899.9,idle,285.15,13.1,49.65,0,none,0,0.49764922322158633,0.2985895339329518
2024-01-01 11:26:00,1,CNC,0.77,43.25,5.12,23.9,909.5,idle,285.23,11.0,49.57,0,none,0,0.4984668847097302,0.2990801308258381
2024-01-01 11:48:00,1,CNC,2.72,58.52,10.11,66.0,2879.6,normal,285.6,10.0,49.2,0,none,0,0.5022485690923957,0.3013491414554374
2024-01-01 12:01:00,1,CNC,0.77,49.73,4.59,25.4,894.2,idle,285.82,13.4,48.98,0,none,0,0.5044971381847916,0.3026982829108749
2024-01-01 12:27:00,1,CNC,3.84,66.54,23.77,102.4,3858.6,peak,286.25,17.2,48.55,0,none,0,0.5088920686835651,0.30533524121013905
2024-01-01 12:48:00,1,CNC,2.81,54.21,9.66,76.5,2853.1,normal,286.6,8.2,48.2,0,none,0,0.5124693376941947,0.3074816026165168
2024-01-01 13:01:00,1,CNC,0.98,49.54,5.37,22.2,851.1,idle,286.82,16.3,47.98,0,none,0,0.5147179067865904,0.3088307440719542
2024-01-01 13:12:00,1,CNC,3.1,56.42,15.78,88.6,3055.9,normal,287.0,10.4,47.8,0,none,0,0.5165576451349142,0.3099345870809485
2024-01-01 13:32:00,1,CNC,3.44,64.55,26.51,99.8,3850.8,peak,287.33,8.9,47.47,0,none,0,0.5199304987735078,0.3119582992641047
2024-01-01 13:49:00,1,CNC,2.07,49.36,5.04,23.4,856.8,idle,287.62,17.8,47.18,0,none,0,0.5228945216680294,0.3137367130008176
2024-01-01 14:08:00,1,CNC,0.88,49.9,4.21,23.1,911.4,idle,287.93,9.3,46.87,0,none,0,0.5260629599345872,0.3156377759607523
2024-01-01 14:25:00,1,CNC,3.79,69.85,25.02,100.4,3888.1,peak,288.22,9.7,46.58,0,none,0,0.5290269828291088,0.31741618969746527
2024-01-01 14:43:00,1,CNC,0.94,48.1,5.3,25.5,885.8,idle,288.52,12.2,46.28,0,none,0,0.5320932134096484,0.31925592804578906
2024-01-01 14:51:00,1,CNC,3.6,71.57,24.5,105.5,4038.7,peak,288.65,15.6,46.15,0,none,0,0.5334219133278824,0.3200531479967294
2024-01-01 15:15:00,1,CNC,3.05,55.07,11.94,55.6,2973.5,normal,289.05,11.1,45.75,0,none,0,0.5375102207686018,0.32250613246116105
2024-01-01 15:38:00,1,CNC,1.85,56.98,13.03,62.9,2977.2,normal,289.43,12.4,45.37,0,none,0,0.5413941128372854,0.32483646770237123
2024-01-01 15:56:00,1,CNC,1.84,53.85,14.85,65.7,2838.1,normal,289.73,10.5,45.07,0,none,0,0.544460343417825,0.326676206050695
2024-01-01 16:00:00,1,CNC,2.53,61.55,10.9,75.7,2825.6,normal,289.8,13.9,45.0,0,none,0,0.5451757972199509,0.3271054783319705
2024-01-01 16:09:00,1,CNC,1.87,57.97,13.01,76.2,3017.8,normal,289.95,8.1,44.85,0,none,0,0.5467089125102207,0.3280253475061324
2024-01-01 16:33:00,1,CNC,3.17,57.74,11.6,55.5,2881.2,normal,290.35,10.3,44.45,0,none,0,0.5507972199509403,0.3304783319705642
2024-01-01 17:03:00,1,CNC,2.41,51.18,9.66,88.6,3050.8,normal,290.85,11.3,43.95,0,none,0,0.5559076042518397,0.3335445625511038
2024-01-01 17:21:00,1,CNC,2.77,70.67,10.63,57.9,2875.1,normal,291.15,14.7,43.65,0,none,0,0.5589738348323794,0.3353843008994276
2024-01-01 17:29:00,1,CNC,2.57,60.72,13.79,62.6,3086.5,normal,291.28,15.2,43.52,0,none,0,0.5603025347506132,0.3361815208503679
2024-01-01 17:59:00,1,CNC,2.83,58.32,13.48,67.9,2874.3,normal,291.78,12.7,43.02,0,none,0,0.5654129190515127,0.33924775143090763
2024-01-01 18:26:00,1,CNC,2.3,61.37,9.59,56.4,2813.8,normal,292.23,12.1,42.57,0,none,0,0.5700122649223222,0.3420073589533933
2024-01-01 18:31:00,1,CNC,1.86,62.83,14.07,70.0,2829.3,normal,292.32,12.3,42.48,0,none,0,0.5709321340964841,0.34255928045789047
2024-01-01 18:46:00,1,CNC,2.49,57.1,10.63,68.5,2919.6,normal,292.57,16.6,42.23,0,none,0,0.5734873262469338,0.34409239574816025
2024-01-01 18:49:00,1,CNC,0.88,46.35,4.07,22.2,893.8,idle,292.62,17.8,42.18,0,none,0,0.5739983646770237,0.3443990188062142
2024-01-01 18:54:00,1,CNC,2.5,62.85,13.78,58.2,2821.2,normal,292.7,15.3,42.1,0,none,0,0.5748160261651676,0.34488961569910054
2024-01-01 19:21:00,1,CNC,0.89,40.27,4.88,25.6,890.3,idle,293.15,10.5,41.65,0,none,0,0.5794153720359771,0.34764922322158626
2024-01-01 19:29:00,1,CNC,2.34,59.65,12.48,72.7,3082.4,normal,293.28,9.4,41.52,0,none,0,0.580744071954211,0.34844644317252654
2024-01-01 19:36:00,1,CNC,2.34,64.42,15.38,59.4,2820.8,normal,293.4,10.5,41.4,0,none,0,0.5819705641864268,0.34918233851185604
2024-01-01 19:40:00,1,CNC,1.94,50.27,10.11,55.5,2821.4,normal,293.47,16.6,41.33,0,none,0,0.5826860179885528,0.3496116107931317
2024-01-01 19:59:00,1,CNC,2.25,62.67,9.65,83.0,2884.6,normal,293.78,14.5,41.02,0,none,0,0.5858544562551103,0.3515126737530662
2024-01-01 20:18:00,1,CNC,0.74,46.97,4.94,25.3,901.5,idle,294.1,17.7,40.7,0,none,0,0.589125102207686,0.3534750613246116
2024-01-01 20:44:00,1,CNC,0.94,42.82,4.27,24.5,906.5,idle,294.53,9.7,40.27,0,none,0,0.5935200327064596,0.35611201962387573
2024-01-01 21:01:00,1,CNC,3.19,56.19,11.92,81.5,2902.2,normal,294.82,16.6,39.98,0,none,0,0.5964840556009812,0.3578904333605887
2024-01-01 21:31:00,1,CNC,3.1,62.88,12.29,80.5,3026.4,normal,295.32,11.8,39.48,0,none,0,0.6015944399018807,0.3609566639411284
2024-01-01 21:45:00,1,CNC,1.94,63.54,12.78,83.4,2896.0,normal,295.55,15.8,39.25,0,none,0,0.6039452166802943,0.3623671300081766
2024-01-01 22:01:00,1,CNC,2.07,43.89,4.02,25.4,856.4,idle,295.82,15.0,38.98,0,none,0,0.6067048242027802,0.3640228945216681
2024-01-01 22:26:00,1,CNC,2.25,64.25,15.68,73.8,2989.6,normal,296.23,13.6,38.57,0,none,0,0.6108953393295176,0.3665372035977105
2024-01-01 22:50:00,1,CNC,0.83,42.93,4.49,24.0,902.7,idle,296.63,9.9,38.17,0,none,0,0.6149836467702371,0.36899018806214223
2024-01-01 22:58:00,1,CNC,2.91,61.84,10.09,70.8,2817.3,normal,296.77,13.8,38.03,0,none,0,0.616414554374489,0.36984873262469337
2024-01-01 23:17:00,1,CNC,2.07,44.42,5.33,22.1,858.2,idle,297.08,11.1,37.72,0,none,0,0.6195829926410467,0.371749795584628
2024-01-01 23:20:00,1,CNC,0.74,47.62,4.93,20.6,855.9,idle,297.13,13.0,37.67,0,none,0,0.6200940310711365,0.37205641864268185
2024-01-01 23:49:00,1,CNC,0.91,40.73,5.23,24.2,855.7,idle,297.62,8.6,37.18,0,none,0,0.625102207686018,0.3750613246116108
2024-01-02 00:07:00,1,CNC,0.73,49.87,4.56,22.2,906.9,idle,297.92,9.9,36.88,0,none,0,0.6281684382665575,0.37690106295993453
2024-01-02 00:28:00,1,CNC,0.98,49.86,5.13,22.3,855.9,idle,298.27,16.6,36.53,0,none,0,0.6317457072771873,0.37904742436631234
2024-01-02 00:42:00,1,CNC,0.93,45.58,4.64,25.4,857.8,idle,298.5,16.9,36.3,0,none,0,0.634096484055601,0.3804578904333606
2024-01-02 00:51:00,1,CNC,0.85,40.11,4.7,20.3,858.3,idle,298.65,8.4,36.15,0,none,0,0.6356295993458708,0.38137775960752246
2024-01-02 00:55:00,1,CNC,0.74,46.49,5.12,23.5,917.4,idle,298.72,13.8,36.08,0,none,0,0.6363450531479968,0.3818070318887981
2024-01-02 01:13:00,1,CNC,0.81,42.86,5.3,21.3,917.4,idle,299.02,10.6,35.78,0,none,0,0.6394112837285364,0.38364677023712185
2024-01-02 01:36:00,1,CNC,0.7,49.7,4.06,25.4,886.9,idle,299.4,10.4,35.4,0,none,0,0.64329517579722,0.38597710547833197
2024-01-02 01:50:00,1,CNC,1.0,40.74,4.83,25.8,886.6,idle,299.63,14.5,35.17,0,none,0,0.6456459525756337,0.3873875715453802
2024-01-02 02:06:00,1,CNC,0.89,53.85,4.68,23.8,890.9,idle,299.9,15.5,34.9,0,none,0,0.6484055600981193,0.3890433360588716
2024-01-02 02:10:00,1,CNC,2.07,53.85,10.434999999999999,25.7,2802.65,idle,299.97,14.2,34.83,0,none,0,0.6491210139002453,0.3894726083401472
2024-01-02 02:30:00,1,CNC,2.44,59.3,11.3,59.1,2939.1,normal,300.3,8.7,34.5,0,none,0,0.652493867538839,0.39149632052330335
2024-01-02 02:38:00,1,CNC,0.81,45.84,4.12,25.9,919.0,idle,300.43,9.3,34.37,0,none,0,0.6538225674570728,0.39229354047424364
2024-01-02 02:51:00,1,CNC,2.78,58.04,11.51,82.9,3005.4,normal,300.65,16.8,34.15,0,none,0,0.6560711365494685,0.39364268192968105
2024-01-02 03:04:00,1,CNC,0.75,49.11,5.23,26.4,2802.65,idle,300.87,12.4,47.99,0,none,0,0.5146156991005724,0.3087694194603434
2024-01-02 03:15:00,1,CNC,0.88,44.22,5.4,27.5,852.8,idle,301.05,17.9,47.81,0,none,0,0.5164554374488961,0.30987326246933766
2024-01-02 03:17:00,1,CNC,0.71,43.81,5.22,32.6,860.1,idle,301.08,13.5,47.78,0,none,0,0.5167620605069501,0.31005723630417004
2024-01-02 03:22:00,1,CNC,2.64,55.77,15.81,64.6,3049.5,normal,301.17,9.3,47.69,0,none,0,0.517681929681112,0.3106091578086672
2024-01-02 03:27:00,1,CNC,0.84,44.23,4.41,17.7,909.8,idle,301.25,9.6,47.61,0,none,0,0.5184995911692559,0.31109975470155354
2024-01-02 03:35:00,1,CNC,0.95,50.11,5.5,25.2,902.8,idle,301.38,10.0,47.48,0,none,0,0.5198282910874898,0.3118969746524939
2024-01-02 03:45:00,1,CNC,0.99,48.64,4.38,28.3,857.8,idle,301.55,10.5,47.31,0,none,0,0.5215658217497956,0.31293949304987734
2024-01-02 03:48:00,1,CNC,1.0,46.21,4.35,20.8,891.9,idle,301.6,12.2,47.26,0,none,0,0.5220768601798855,0.3132461161079313
2024-01-02 03:50:00,1,CNC,0.82,41.3,5.02,29.8,902.6,idle,301.63,9.3,47.23,0,none,0,0.5223834832379395,0.31343008994276367
2024-01-02 03:57:00,1,CNC,0.87,48.71,4.84,22.4,909.7,idle,301.75,13.5,47.11,0,none,0,0.5236099754701553,0.31416598528209316
2024-01-02 03:59:00,1,CNC,0.83,41.53,4.05,27.3,891.7,idle,301.78,17.5,47.08,0,none,0,0.5239165985282094,0.3143499591169256
2024-01-02 04:05:00,1,CNC,0.92,42.34,4.21,21.1,2802.65,idle,301.88,16.3,46.98,0,none,0,0.5249386753883892,0.3149632052330335
2024-01-02 04:11:00,1,CNC,0.89,44.15,4.67,23.4,872.3,idle,301.98,8.4,46.88,0,none,0,0.5259607522485691,0.3155764513491414
2024-01-02 04:38:00,1,CNC,2.56,62.08,12.12,69.2,3048.7,normal,302.43,8.4,46.43,0,none,0,0.5305600981193785,0.31833605887162714
2024-01-02 05:01:00,1,CNC,1.0,41.88,5.41,26.8,864.5,idle,302.82,9.0,46.04,0,none,0,0.5345461978740802,0.3207277187244481
2024-01-02 05:31:00,1,CNC,2.5,65.21,12.77,74.1,2974.7,normal,303.32,17.7,45.54,0,none,0,0.5396565821749796,0.3237939493049877
2024-01-02 05:40:00,1,CNC,2.2,51.68,10.434999999999999,67.5,2830.1,normal,303.47,17.8,45.39,0,none,0,0.5411896974652495,0.32471381847914965
2024-01-02 06:10:00,1,CNC,2.05,60.26,10.75,81.7,3049.2,normal,303.97,9.8,44.89,0,none,0,0.5463000817661487,0.3277800490596892
2024-01-02 06:37:00,1,CNC,3.71,70.09,19.87,119.3,3784.0,peak,304.42,16.0,44.44,0,none,0,0.5508994276369583,0.330539656582175
2024-01-02 07:04:00,1,CNC,2.13,55.01,10.74,62.1,2812.5,normal,304.87,9.6,43.99,0,none,0,0.5554987735077678,0.33329926410466065
2024-01-02 07:18:00,1,CNC,0.88,42.94,4.59,19.2,890.4,idle,305.1,16.6,43.76,0,none,0,0.5578495502861816,0.3347097301717089
2024-01-02 07:46:00,1,CNC,9.22,72.57,24.52,114.7,4022.2,peak,305.57,11.5,43.29,0,none,0,0.5626533115290271,0.33759198691741626
2024-01-02 08:15:00,1,CNC,3.26,52.0,11.42,67.4,2991.8,normal,306.05,8.2,42.81,0,none,0,0.5675592804578904,0.34053556827473425
2024-01-02 08:27:00,1,CNC,2.18,54.26,12.04,82.0,2951.9,normal,306.25,8.7,42.61,0,none,0,0.5696034341782502,0.3417620605069501
2024-01-02 08:40:00,1,CNC,2.07,53.85,14.53,55.5,2802.65,normal,306.47,12.0,42.39,0,none,0,0.571852003270646,0.3431112019623876
2024-01-02 08:59:00,1,CNC,2.97,64.66,12.99,88.6,2797.2,normal,306.78,8.3,42.08,0,none,0,0.5750204415372036,0.3450122649223221
2024-01-02 09:09:00,1,CNC,2.58,59.26,10.434999999999999,53.5,2876.2,normal,306.95,17.6,41.91,0,none,0,0.5767579721995095,0.3460547833197057
2024-01-02 09:14:00,1,CNC,1.95,56.12,11.01,75.5,2799.4,normal,307.03,11.5,41.83,0,none,0,0.5775756336876534,0.346545380212592
2024-01-02 09:29:00,1,CNC,3.25,60.24,14.1,76.3,2910.1,normal,307.28,13.1,41.58,0,none,0,0.580130825838103,0.3480784955028618
2024-01-02 09:49:00,1,CNC,2.06,59.47,13.5,77.2,2888.3,normal,307.62,8.4,41.24,0,none,0,0.5836058871627146,0.3501635322976287
2024-01-02 10:07:00,1,CNC,3.54,64.29,21.95,118.5,3912.8,peak,307.92,13.4,40.94,0,none,0,0.5866721177432543,0.3520032706459526
2024-01-02 10:32:00,1,CNC,0.87,51.43,4.99,20.5,843.8,idle,308.33,10.0,40.53,0,none,0,0.5908626328699917,0.35451757972199505
2024-01-02 10:55:00,1,CNC,3.59,63.82,19.93,107.4,3821.9,peak,308.72,14.2,40.14,0,none,0,0.5948487326246934,0.356909239574816
2024-01-02 11:00:00,1,CNC,0.81,50.62,4.19,20.5,864.2,idle,308.8,11.0,40.06,0,none,0,0.5956663941128373,0.35739983646770235
2024-01-02 11:15:00,1,CNC,3.45,53.39,12.3,91.7,3007.4,normal,309.05,15.0,39.81,0,none,0,0.5982215862632869,0.35893295175797213
2024-01-02 11:23:00,1,CNC,3.19,55.6,10.79,85.6,3025.4,normal,309.18,17.4,39.68,0,none,0,0.5995502861815208,0.35973017170891247
2024-01-02 11:53:00,1,CNC,2.82,60.41,11.53,76.7,2803.6,normal,309.68,13.7,39.18,0,none,0,0.6046606704824202,0.36279640228945215
2024-01-02 12:21:00,1,CNC,2.47,58.32,13.05,58.6,2779.6,normal,310.15,10.9,38.71,0,none,0,0.6094644317252658,0.36567865903515945
2024-01-02 12:41:00,1,CNC,2.92,56.34,13.55,55.8,2885.3,normal,310.48,11.2,38.38,0,none,0,0.6128372853638593,0.36770237121831556
2024-01-02 13:04:00,1,CNC,2.82,52.86,11.93,70.9,2760.2,normal,310.87,12.7,37.99,0,none,0,0.6168233851185609,0.37009403107113653
2024-01-02 13:31:00,1,CNC,1.11,45.4,5.32,18.7,878.2,idle,311.32,14.6,37.54,0,none,0,0.6214227309893704,0.37285363859362225
2024-01-02 13:54:00,1,CNC,3.18,61.19,12.85,80.6,2839.1,normal,311.7,11.4,37.16,0,none,0,0.625306623058054,0.3751839738348324
2024-01-02 14:20:00,1,CNC,3.46,64.81,16.14,55.5,2948.3,normal,312.13,11.1,36.73,0,none,0,0.6297015535568276,0.3778209321340965
2024-01-02 14:26:00,1,CNC,3.48,55.09,10.17,79.0,2901.9,normal,312.23,10.4,36.63,0,none,0,0.6307236304170074,0.3784341782502044
2024-01-02 14:55:00,1,CNC,1.07,43.87,5.32,26.1,840.2,idle,312.72,12.6,36.14,0,none,0,0.6357318070318888,0.38143908421913325
2024-01-02 15:15:00,1,CNC,2.29,64.76,14.17,71.6,2833.8,normal,313.05,15.0,35.81,0,none,0,0.6391046606704824,0.3834627964022895
2024-01-02 15:24:00,1,CNC,3.42,58.46,15.19,55.5,2838.2,normal,313.2,14.9,35.66,0,none,0,0.6406377759607522,0.38438266557645134
2024-01-02 15:53:00,1,CNC,0.95,45.68,5.26,22.0,843.1,idle,313.68,9.1,35.18,0,none,0,0.6455437448896157,0.38732624693376944
2024-01-02 16:00:00,1,CNC,1.1,46.54,4.95,24.9,869.6,idle,313.8,15.0,35.06,0,none,0,0.6467702371218316,0.38806214227309893
2024-01-02 16:19:00,1,CNC,2.23,66.86,13.96,63.0,2763.3,normal,314.12,16.5,34.74,0,none,0,0.6500408830744071,0.39002452984464425
2024-01-02 16:46:00,1,CNC,3.33,62.16,13.34,89.0,2949.9,normal,314.57,13.3,34.29,0,none,0,0.6546402289452167,0.39278413736712997
2024-01-02 16:58:00,1,CNC,3.8,66.2,21.07,113.3,3699.7,peak,314.77,16.9,34.09,0,none,0,0.6566843826655764,0.3940106295993458
2024-01-02 17:23:00,1,CNC,1.0,50.6,5.48,27.4,880.4,idle,315.18,12.3,33.68,0,none,0,0.660874897792314,0.3965249386753884
2024-01-02 17:39:00,1,CNC,0.84,51.5,4.32,22.0,878.3,idle,315.45,15.4,33.41,0,none,0,0.6636345053147997,0.3981807031888798
2024-01-02 17:49:00,1,CNC,0.85,45.36,5.24,21.1,867.4,idle,315.62,16.4,33.24,0,none,0,0.6653720359771055,0.3992232215862633
2024-01-02 18:15:00,1,CNC,3.21,61.3,11.49,56.3,2764.1,normal,316.05,14.3,32.81,0,none,0,0.669766966475879,0.40186017988552736
2024-01-02 18:19:00,1,CNC,1.12,49.01,4.75,20.5,887.2,idle,316.12,10.3,32.74,0,none,0,0.6704824202780049,0.4022894521668029
2024-01-02 18:49:00,1,CNC,2.34,62.07,13.21,63.1,2713.3,normal,316.62,9.4,32.24,0,none,0,0.6755928045789044,0.4053556827473426
2024-01-02 19:13:00,1,CNC,3.53,67.35,13.61,74.5,2973.2,normal,317.02,10.1,31.84,0,none,0,0.6796811120196239,0.40780866721177433
2024-01-02 19:25:00,1,CNC,3.27,55.7,13.7,61.9,2827.5,normal,317.22,12.2,31.64,0,none,0,0.6817252657399837,0.4090351594439902
2024-01-02 19:40:00,1,CNC,3.32,67.48,16.06,87.6,2735.9,normal,317.47,15.7,31.39,0,none,0,0.6842804578904333,0.41056827473426
2024-01-02 19:42:00,1,CNC,1.17,51.86,4.34,23.7,879.3,idle,317.5,15.7,31.36,0,none,0,0.6845870809484873,0.41075224856909237
2024-01-02 19:44:00,1,CNC,4.25,71.52,22.75,89.5,3765.1,peak,317.53,11.0,31.33,0,none,0,0.6848937040065413,0.41093622240392474
2024-01-02 20:14:00,1,CNC,4.53,61.66,22.09,116.0,3819.5,peak,318.03,12.2,30.83,0,none,0,0.6900040883074408,0.4140024529844644
2024-01-02 20:33:00,1,CNC,1.16,53.85,4.68,24.3,849.5,idle,318.35,17.0,30.51,0,none,0,0.6932747342600163,0.41596484055600974
2024-01-02 20:43:00,1,CNC,2.5,60.47,10.8,52.9,2841.0,normal,318.52,8.3,30.34,0,none,0,0.6950122649223222,0.4170073589533933
2024-01-02 21:06:00,1,CNC,0.99,52.91,4.71,28.3,860.6,idle,318.9,15.2,29.96,0,none,0,0.6988961569910057,0.4193376941946034
2024-01-02 21:12:00,1,CNC,3.82,73.06,20.53,136.1,3699.3,peak,319.0,13.3,29.86,0,none,0,0.6999182338511856,0.41995094031071134
2024-01-02 21:32:00,1,CNC,2.84,55.13,16.6,77.2,2864.0,normal,319.33,8.3,29.53,0,none,0,0.7032910874897793,0.42197465249386756
2024-01-02 21:38:00,1,CNC,0.86,51.37,4.48,21.7,830.9,idle,319.43,9.8,29.43,0,none,0,0.7043131643499592,0.4225878986099755
2024-01-02 21:50:00,1,CNC,2.47,54.46,13.06,85.0,2709.4,normal,319.63,11.3,29.23,0,none,0,0.7063573180703189,0.4238143908421913
2024-01-02 22:04:00,1,CNC,1.11,48.49,4.98,21.6,843.3,idle,319.87,17.5,28.99,0,none,0,0.7088103025347506,0.42528618152085035
2024-01-02 22:32:00,1,CNC,1.05,45.61,10.434999999999999,25.8,879.1,idle,320.33,8.2,28.53,0,none,0,0.7135118560915781,0.42810711365494686
2024-01-02 22:45:00,1,CNC,0.98,46.81,5.17,28.6,816.8,idle,320.55,8.7,28.31,0,none,0,0.7157604251839739,0.4294562551103843
